No,Pengguna,Waktu,Ulasan,Label
1621,RS,2021-12-07 8:16:43,APLIKASI YG DI BUAT OLEH ORANG ORANG IDIIOT YG GAK NGERTI CODING,Negatif
1622,NT,2021-12-07 8:17:01,Udah di download tp tdk bs login,Negatif
1623,TP,2021-12-07 8:18:19,Tidak bisa terdaftar hanya nama dan nomer nik saja,Negatif
1624,AS,2021-12-07 8:18:21,"Jelek Banget Aplikasi Nyusahin Hidup , Mau Naik Kereta Ambil Sertifikat Di Aplikasi Sama Web Gak Bisa Jadi Tinggalan",Negatif
1625,AP,2021-12-07 8:18:39,"sering eror. gak bisa login. itu fb, ig yang akses jutaan orang kok pas login santai aj.",Negatif
1626,PN,2021-12-07 8:21:59,"Untuk isi data bagi yg sepuh, harua manual satu2 ganti tahun.... begitu sampai tahun 1900an, malah error.... Perbaiki aplukasinya, teritama utk opsi tahun lahir.... Sangat menyusahkan bagi manula.",Negatif
1627,YA,2021-12-07 8:23:18,"Kek Mana sih, katanya peduli tapi giliran hp android ga bisa masok, yg jelas dong, saya sudah vaksin saya mau ambil sertifikat saya tapi ga bisa masuk",Negatif
1628,TR,2021-12-07 8:23:42,Saya SDH uninstall peduli lindungi gara gara saya ga bisa chek in...terus saya. Download lagi ga bisa ya... kenapa ya tolong di bantu ya owner,Negatif
1629,FC,2021-12-07 8:24:14,aplikasinya sampah banget nomor Hp gagal terus otpnya lama ngirimnya,Negatif
1630,BRI,2021-12-07 8:27:52,Sangat buruk aplikasi nya,Negatif
1631,SH,2021-12-07 8:28:08,Aplikasi parah sumpah gk jelas bgt,Negatif
1632,SAI,2021-12-07 8:32:15,Bagus sekali,Positif
1633,HM,2021-12-07 8:33:12,Gak bisa masuk terus,Negatif
1634,AT,2021-12-07 8:33:48,Sudah 2x vaksin 1 bulan lebih sertifikat vaksin kedua belom muncul,Negatif
1635,SN,2021-12-07 8:34:41,Otp lamaaaaaaaaaaaa bngt,Negatif
1636,AZ,2021-12-07 8:34:45,Kok susah...?Susah didwnld PLnya.,Negatif
1637,EP,2021-12-07 8:34:58,Mau login aja gak bs,Negatif
1638,ARY,2021-12-07 8:36:13,Apaan ajig gabisa daptar,Negatif
1639,RC,2021-12-07 8:38:22,"Saat melakukan penambahan sertifikat dan melakukan rechapca selalu saja tidak bisa saat ingin mengklaim ada masalah di rechapa padahal saya sudah melakukanya dengan benar, kenapa harus ada rechapca segala sih tolong diperbaiki!!!!",Negatif
1640,EB,2021-12-07 8:39:17,Gk jelas eror terus masa kode otp sudah otomatis sesuai tapi gagal terus,Negatif
1641,AH,2021-12-07 8:40:02,sangat bagus,Positif
1642,RA,2021-12-07 8:41:42,Aplikasi ajg payah bener masuknya,Negatif
1643,IS,2021-12-07 8:41:51,Hasil swab lama munculnya di aplikasi. Padahal sudah melakukan swab di laboratorium yang sudah terdaftar,Negatif
1644,JP,2021-12-07 8:44:02,Bagus,Positif
1645,U,2021-12-07 8:46:04,Keren,Positif
1646,EZ,2021-12-07 8:47:33,"Masih banyak bug seperti tiba2 logout, crash, sesi habis dll... Mohon ditingkatkan...",Negatif
1647,SA,2021-12-07 8:48:35,Kenapa mesti ada tulisan sesi anda telah habis dan mesti login ulang..padahal tadinya udah bisa dibuka..sekarang kok gak bisa mesti login lagi🤦‍♂️🤦‍♂️,Negatif
1648,AB,2021-12-07 8:48:41,"Mohon diperbaiki lagi aplikasinya.. terutama untuk login nya, karena kode otp yang dikirimkan terlalu lama.. saran saya sediakan opsi login sidik jari/username dan password untuk mempermudah, serta masih terdapat beberapa bug pada android 11 yang cukup mengganggu, terkadang aplikasi sering keluar sendiri dan terus menerus loading padahal sinyal sudah bagus.",Negatif
1649,MFA,2021-12-07 8:48:44,Eror mulu aneh sertifikat vaksin saya gak muncul,Negatif
1650,HS,2021-12-07 8:48:54,Sangat susah untuk di akses kadang data yg kita masukan benar di bilang salah Mohon lah untu lebih di tingkatkan lagi jangan buat kecekwa,Negatif
1651,MA,2021-12-07 8:49:32,Bagus,Positif
1652,OC,2021-12-07 8:50:17,"Diperbaharui malah error, tiba-tiba ke log out sendiri, mau log in gabisa2.",Negatif
1653,AT,2021-12-07 8:50:29,"Kenapa instal ulabg dan login eror?? Memasukkan kode otp fail terus padahal otomatis. Tolong segera diperbaiki...karena aplikasi ini menjadi syarat wajib bepergian, mohon untuk lebih ditingkatkan pelatanannya.",Negatif
1654,RD,2021-12-07 8:50:36,Kayamana sih koq susah bener buat masuk,Negatif
1655,HT,2021-12-07 8:51:01,"LOGINNYA SUSAH KALI BAH , AWAK LOGIN 10 KALI , NYA LAMAAN , PADAHAL PAKE WI FI , BETUL BETUL AJA INI",Negatif
1656,RW,2021-12-07 8:51:54,ga jelas tiba tiba nge logout masuk lg ada otp udah masuk otp ga bisa verifikasi hahaha konyol,Negatif
1657,RK,2021-12-07 8:51:57,masa saya mau cari setifikat vaksin gk bisa terus apk tolong bh,Negatif
1658,RA,2021-12-07 8:52:09,"Saya sudah masuk, buka info penting, tiba tiba minta login ulang, lalu saat login ulang di bagian verifikasi otp, otp gagal, padahal sama persis... Tolong secepatnya diperbaiki karena saya ada pesawat besok",Negatif
1659,C,2021-12-07 8:52:11,Log out terus. Giliran mau log in lagi eh kode otp nya gagal terus padahal udah sesuai sama kode di sms,Negatif
1660,NK,2021-12-07 8:52:20,Jelek banget aplikasinya masa tiba tiba logout sendiri. Trus gak bisa login. Sebel bgt,Negatif
1661,MB,2021-12-07 8:52:46,"Logout sendiri, mau login lagi gak bisa",Negatif
1662,RA,2021-12-07 8:52:47,"Ehh anjirrr.. Saya sudah vaksin 2 kali astra zeneca, terakhir tanggal 16 november.. Namun saat ini saya baru donlot aplikasi ini..saat mau daftar dan ada notif verifikasi sudah di masukan dan benar..namun saat d klik verifikasi masa jawabannya failed failed failed berulang ulang..kan bangke yah",Negatif
1663,ND,2021-12-07 8:54:48,Error,Negatif
1664,LV,2021-12-07 8:54:58,"Masa udah lama tapi sertifikat vaksin belum muncul juga padahal udah vaksin dosis pertama,masuk aplikasinya juga masa keluar terus harus login beberapa kali,tolong dong di perbaiki lagi pelayanannya jangan bikin susah masyarakat",Negatif
1665,PS,2021-12-07 8:55:16,Kalo GK niat buat peraturan GK usah buat ginian blajar buat server GK minus dlu,Negatif
1666,MIM,2021-12-07 8:55:16,"Awalnya aplikasinya baik baik aja, tiba tiba apk keluar sendiri dan disuruh relog, giliran mau di login di suruh verifikasi dan kemudian dapat nomor verifikasi, dan mirisnya setelah masukin nomor verifikasi ttp gk bisa di gunakan dan tidak bisa login, ini saya yg bodoh atau aplikasinya yg bodoh",Negatif
1667,HK,2021-12-07 8:55:17,Ini gmna si mlh klwr sndri. Nggak bisa lgi,Negatif
1668,NH,2021-12-07 8:55:24,"Kenapa aplikasinya g bsa dibuka lagi, Dan sblmnya ada tulisan session anda telah berahir, Dan saya cba masuk dg nmr yg sama tetep g bsa bahkan ada tulisan kode otp salah pdhal udh saya cek kede otp nya udah bnr",Negatif
1669,YP,2021-12-07 8:55:43,Keluar ngk bisa masuk lagi padahal nomer hp udah terdaftar,Negatif
1670,SS,2021-12-07 8:56:27,"verifikasi otp lewat nomor telpon selalu gagal, sy email kesalahan nama di bulan juni belum ada respon sampe sekarang",Negatif
1671,BMF,2021-12-07 8:56:36,Gak bisa login. Kode otp tidak valid terus pdhl auto input dari aplikasi sendiri,Negatif
1672,JG,2021-12-07 8:56:50,"Maaf developer, tiap kali saya mau liat sertifikat vaksin, app nya selalu force close. Pas saya mau verifikasi otp pake nomer telepon, selalu muncul ""verify otp fail."" Situsnya juga kadang2 eror server internalnya... Mohon diperbaiki, developer...",Negatif
1673,HG,2021-12-07 8:58:06,Kenapa sayh cuma ngasih satu bintang kerana sayah sudah di faksin dosis ke 2 kenapa masih ke 1 apa aplikasi nya yang bodoh apa sayh yang bodoh,Negatif
1674,JA,2021-12-07 8:58:23,"Aplikasi sering eror, buat aktivitas jadi ga efesian, tolong diperhatikan lg dong aplikasinya",Negatif
1675,HS,2021-12-07 8:58:33,"Sudah berulang - ulang kali mencoba tetap Gak bisa verifikasi padahal kode otp sama, mohon di perbaiki lagi aplikasi nya.",Negatif
1676,RP,2021-12-07 8:59:50,APK IDIOT,Negatif
1677,HH,2021-12-07 9:00:07,tahikk gaisok login akuuuuu,Negatif
1678,PR,2021-12-07 9:00:25,"Suruh pake aplikasi, tapi verifikasi gagal mulu, dulu bisa login tapi tulisannya sesi habis, suruh login lagi ga bisa login 😙😙",Negatif
1679,AV,2021-12-07 9:00:58,"Tiba tiba keluar akun, pas mau masuk akun susah banget, ga bisa-bisa buat log-in, ini gimana",Negatif
1680,AI,2021-12-07 9:01:17,Aplikasi abal2. Otp sudah benar dibilang salah melulu,Negatif
1681,HQ,2021-12-07 9:01:37,Kenapa kalau ops login verifikasi nya selalu failed ? Tolong di berbaiki agar bisa di gunakan,Negatif
1682,HH,2021-12-07 9:02:07,"Pengiriman kode OTP lambat, gak sesuai",Negatif
1683,SL,2021-12-07 9:02:25,Gmna mau masuk kode OTP ngga bisa di Pakai padahal Kalian yang kirim,Negatif
1684,YS,2021-12-07 9:03:13,Sering sekali log out.padahal saya tidak pernah log out. Dan sering terjadi maintenance. Mohon perbaiki segera.Terimakasih,Negatif
1685,YS,2021-12-07 9:03:36,"Bagaimana mau berkembang aplikasi ini kalau verifikasi otp saja selalu error, check in selalu gagal & akun selalu ke log out sendiri. Sangat disayangkan sekali.",Negatif
1686,DF,2021-12-07 9:04:36,Aplikasi sudah di update tapi tetap gitu trus verifikasi otp gagal itu kenapa ya padahal kode nya bener langsung masuk ke hp tolong bantu dong soalnya mw cek sertifikatnya,Negatif
1687,SI,2021-12-07 9:05:08,"Apliksi koplak...suntik pertama baik baik aja,setelah suntik kedua kok ga bisa dibuka.Butuh uangnya tapi kwalitas ga ada...",Negatif
1688,VR,2021-12-07 9:05:15,Sering logout sendiri,Negatif
1689,LFH,2021-12-07 9:05:22,"Verify otp fail , Nyeselin banget Gabisa login.. Udah jauh jauh dari bogor ke senayan .. Tolong di perbaiki dong",Negatif
1690,AS,2021-12-07 9:06:27,"Aplikasi oon,.... Tiba2 kaga bisa,... Kereta keburu lewat",Negatif
1691,AN,2021-12-07 9:07:13,"Hei developer, saya sudah izinkan aplikasi utk akses lokasi, gps on Tapi giliran check in, selalu ditanya lokasi lokasi lokasi. Gimana sih ini Ketahan 30 menit cuma masalah sepele begini, udah uninstall segala macem, reboot hape. Anda dibayar mahal hei developer. 30 menit saya terbuang percuma. Tolong dibenerin",Negatif
1692,GA,2021-12-07 9:07:39,Bug verifikasi,Negatif
1693,AG,2021-12-07 9:08:31,bikn emosi eror mulu,Negatif
1694,Y,2021-12-07 9:08:54,Gabisa login verify fail mulu padahal diisi otomatis,Negatif
1695,RM,2021-12-07 9:09:37,Oke,Positif
1696,DD,2021-12-07 9:09:50,"App sering logout sendiri dan tlsangathnsusahnuntuknrelog kembali, no.hp dan email yg sama sebelumnya tdk bisa masuk, aplikasi ptg tpi pengunaannya ribet",Negatif
1697,IG,2021-12-07 9:10:07,Aplikasinya sering eror..log on berkali-kali gagal terus,Negatif
1698,SDS,2021-12-07 9:10:21,Bagus,Positif
1699,FI,2021-12-07 9:10:39,Login aja susah bgt,Negatif
1700,KD,2021-12-07 9:10:48,Nyusahin,Negatif
1701,VZ,2021-12-07 9:10:55,"Payah alpikasinya, mau masukin kode otp eror terus",Negatif
1702,CH,2021-12-07 9:11:23,Aplikasi terbaik gg gemink,Positif
1703,ZP,2021-12-07 9:11:23,"APLIKASI ERROR TIBA"" LOGOUT SENDIRI DAN TIDAK BISA LOGIN LAGI",Negatif
1704,ER,2021-12-07 9:11:45,akun sudah ada susah login woiiiiii,Negatif
1705,FA,2021-12-07 9:12:10,Aplikasi tidak berguna!! Di upgrade malah gk bisa masuk .. warganya disuruh download aplikasi gk jelas kyak gini..udah di download malah gk berguna 🖕,Negatif
1706,JS,2021-12-07 9:12:27,Gimana cara Download sertivikat Vaksinya?,Positif
1707,GA,2021-12-07 9:12:37,"Tlong perbaiki, kenapa habis update tdak bisa dibuka",Negatif
1708,AM,2021-12-07 9:12:52,Habis di perbarui malah gx bisa masuk tolong dong,Negatif
1709,C,2021-12-07 9:12:54,ngaco bulak balik mulu🤦‍♀️🤦‍♀️,Negatif
1710,SP,2021-12-07 9:13:12,Di update bukanya bagus malah burukk 👎👎👎,Negatif
1711,JA,2021-12-07 9:13:43,menjengkelkan...tidak bisa login lagi setelah vaksin kedua...setiap memasukan kode otp selalu gagal padahal kode otp sudah tepat dari sms kode otp yang dikirim👎👎,Negatif
1712,JR,2021-12-07 9:13:46,Bagus,Positif
1713,ZQ,2021-12-07 9:14:03,"Aplikasi tiba tiba keluar sendiri, dan pas log in, tidak bisa Padahal nomer otpnya sudah benar",Negatif
1714,PE,2021-12-07 9:14:10,"Server sering error, kalo mau buru"" masuk gedung jadi ribetttttttttt, kerjaan terhambat !!!",Negatif
1715,TP,2021-12-07 9:14:43,Verif otp gagal mulu padahal udah sama kode nya,Negatif
1716,NS,2021-12-07 9:14:45,Di perbaharui malah error...payah,Negatif
1717,PP,2021-12-07 9:15:26,Iya ni masak nggak bisa masukin nomernya yang udah dimasukin,Negatif
1718,TI,2021-12-07 9:16:55,"OTP UDAH MASUK, KLIK VERIFIKASI MALAH NGK BISA LOGIN, APLIKASI SAMPAH!!!!",Negatif
1719,AP,2021-12-07 9:18:18,gimana sih apknya ribet baget mau daftar sama sekali ga bisa padahal dah verivikasi 6x tetep [OTP not found] Apa coba [benerin jangan cuma di bales : maaf ya kak] !!!!!!!!!!!!!!!!,Negatif
1720,AY,2021-12-07 9:18:47,Tiba-tiba aplikasi logout sendiri dan pada waktu login kembali gagal terus..padahal no hp dan email tetap..,Negatif
1721,AG,2021-12-07 9:19:06,"Harus bolak balik login ketika jaringan tidak stabil dan harus masukin kode otp males banget, tolong perbaiki",Negatif
1722,AR,2021-12-07 9:19:48,Kok logout-logout sendiri... Disuruh pake tapi tidak bisa dipakai,Negatif
1723,AK,2021-12-07 9:20:32,Kenapa sih sering kepental dan harus login lagi seperti awal? Masukin Otp fail mulu padahal redirect kode otp masuk ke aplikasi. Kalau pas dibutuhin kagak bisa terus gimana dong,Negatif
1724,MNF,2021-12-07 9:20:43,Ini login knp padahal kode udh tepat tetep verify otp fail aplikasi pembodohan,Negatif
1725,F,2021-12-07 9:20:53,Gabisa masuk lagi pake nomer,Negatif
1726,GP,2021-12-07 9:21:12,Error terus,Negatif
1727,LS,2021-12-07 9:21:38,Kode OTP benar tapi ga bisa login anehhh😡,Negatif
1728,MFF,2021-12-07 9:22:18,"mau dipakai malah logout pdhal udah di update sebelumnya, mau login nomer benar malah failed ,,benar² ampas",Negatif
1729,RN,2021-12-07 9:23:13,"App yg bikin susah, selalu error. Apk ni seperti kadrun sll bikin susah",Negatif
1730,FR,2021-12-07 9:23:40,Tiba2 kadaluarsa mau masuk lagi gak bisa 🤣,Negatif
1731,AH,2021-12-07 9:23:43,"Masuknya susah,,otp nya fail terus .padahal sudah benar otp nya, Kalau belum siap dengan aplikasi digitalnya,,mending di siap"" dulu..baru di pakai,,kalau gini kan kita yang susah jadinya,kita butuh tapi tidak bisa di akses,,.",Negatif
1732,GB,2021-12-07 9:23:50,Sering bgt susah di scand...,Negatif
1733,IB,2021-12-07 9:24:01,Apk buat apa ini??cek sertifikat dkit2 sesi Login berakhir TOLOL,Negatif
1734,AK,2021-12-07 9:24:09,Tolong di perbaiki lagi.biar gak loading terus,Negatif
1735,SL,2021-12-07 9:24:54,"Paraaahh sekali tiba tiba ga bisa buka, padahal sudah kode verifikasi, tapi selalu fail mulu. Kacaauuu aplikasi nya no recomended bangett..",Negatif
1736,AL,2021-12-07 9:25:37,Ok,Positif
1737,HR,2021-12-07 9:26:12,Oi perbaikan lagi Costumer Banyak Comen Di Setiap Halte Busway,Negatif
1738,ET,2021-12-07 9:27:23,Apk Sangat bagus,Positif
1739,DR,2021-12-07 9:27:38,Kenapa dengan apk ini bukannya memudahkan malah mempersulit masa mau login kode otpnya salah valid mulu padahal kan yg ngirim kode otp itu dari apk ini sendiri menyusahkan saja,Negatif
1740,AF,2021-12-07 9:27:41,"lg perlu mendesak dinyalain malah minta login dari awal, diisi otp nya eh verifikasi fail mulu, ga jelas",Negatif
1741,CF,2021-12-07 9:28:48,APK CACAT MASA GAK BISA LOGIN. PADAHAL KODE OTP NYA BENER...,Negatif
1742,NM,2021-12-07 9:28:57,"Aplikasi parah gk bsa login,,pdahal nmr su benar tpi gk bsa login😡😡😡",Negatif
1743,DW,2021-12-07 9:29:22,"Ini kenapa yah kemarin lancar2 aja kenapa hari ini, padahal udah log in udah masuk beranda ketika memilih menu sesi anda telah habis silahkan log in!!!! Kaya gitu terus berulang kali!!",Negatif
1744,OR,2021-12-07 9:29:47,"setelah di update gak bisa di buka ini aplikasi,ganti aja jadi #gakusahpeduli",Negatif
1745,OO,2021-12-07 9:29:49,"Gak jelas aplikasi ini, sesi 5 ulang gak bisa di pake",Negatif
1746,WM,2021-12-07 9:30:40,"verifikasi OTP selalu gagal, padahal dr SMS otomatis input ke aplikasi. layak dpt bintang 1",Negatif
1747,PG,2021-12-07 9:30:44,"Secara langsung ... Saya jd ngga nyaman..masa setiap buka aplikasi harus mengulang terus.. masalah QR kode pemberitahuan ngga langsung muncul di layar.. jadi saya harus keluar aplikasi, lalu liat motif di email Cape bgt tau..",Negatif
1748,MA,2021-12-07 9:30:58,Mantapp,Positif
1749,OC,2021-12-07 9:31:02,Ini kenapa bisa Logout sendiri ? Login juga OTP gak bisa verifikasi. Payah,Negatif
1750,FA,2021-12-07 9:31:35,Saya update..malah keluar acount..sekalinya masuk lg ga masuk2,Negatif
1751,RN,2021-12-07 9:32:19,"Abis di update malah tidak bisa login , sangat aneh",Negatif
1752,SM,2021-12-07 9:32:26,"Tolong diperhatikan, masih banyak yg error. Sdh login tiba2 keluar lagi. Padahal hampir disemua sektor mewajibkan apk ini.",Negatif
1753,JJ,2021-12-07 9:32:38,"Mohon bantuannya , setelah update kenapa saya ga bisa log in lagi??? Kacauuuu . Pake otp sm email semuanya gak bisa .",Negatif
1754,FS,2021-12-07 9:33:21,"Setelah ganti hp dan download di hp yg baru, kenapa gak bisa login lagii ya? Apk nya aslii paraaah, mana kemana"" Harus pake bukti peduli kasih lagi",Negatif
1755,SA,2021-12-07 9:33:25,"Error lagi error lagi... Payah amat ni aplikasi Mau masuk/login aja susahnya minta ampun Pdhal lgi ada penting,,, PAYAH IT nya",Negatif
1756,YT,2021-12-07 9:33:40,Apk eror tidak bisa login..padahal otp sudah benar...huh bikin repot,Negatif
1757,SG,2021-12-07 9:33:43,Gajelas sertgamuncul,Negatif
1758,TE,2021-12-07 9:33:45,makin kesini makin ngaco....masa otp dari sms bisa fail..bukan nya dipermudah...malah dipersulit....jadi buat apa ada aplikasi nya kalo susah dipake,Negatif
1759,RA,2021-12-07 9:33:50,Sama sekali gak bisa di buka saya dah masuk dan tiba2 keluar dengan sendirinya gak jlas bnget ini aplikasi,Negatif
1760,AS,2021-12-07 9:34:00,Sering error,Negatif
1761,GMP,2021-12-07 9:34:23,"Mau berapa kali sih klo mau login, error terus. Sdh masukkan kode Verifikasi tp gk bisa masuk... Pake no HP salah Pake email juga salah. Maunya pake yg mana... Mau login ke akun lama malah gk bisa. Padahal sebelumnya baik² aja pas masuk . Tp lama lama malah terkeluar sendiri, baru masuk langsung terkeluar dari akun... Kesal betul rasanya pake nih apk😒....",Negatif
1762,DM,2021-12-07 9:35:03,Baik,Positif
1763,BG,2021-12-07 9:35:15,Kenapa sekarang login dipersulit??? Saya sudah berkali kali selalu gagal verifikasi nomer otp,Negatif
1764,RIGC,2021-12-07 9:35:32,"Gak suka. Aplikasi harus login terus menerus, mau lihat sertifikatnya harus verifikasi banyak bgt. Mohon diperbaiki lagi",Negatif
1765,LG,2021-12-07 9:35:39,Lah setelah di update ga bisa masuk padahal kode otp udah ada:(,Negatif
1766,ID,2021-12-07 9:36:32,Apl syetan tgl lahir nya setengah mati menggeser baru kena,Negatif
1767,IN,2021-12-07 9:36:34,"Bangke. Gara2 app ni, mau msk tmpt krj j susah bngt. Otp dh stngh JM ga di kirim. Dh coba klik Brp x ttp j sama. Smp ada motif tunggu 3jm Lg. Mikir kga si Lo, gara2 kbijakan brengsek KY gni, bnyk kerjaan org yg terbengkalai. Btw komen gua dh 3x di hapus ma ni app. W bakal ttp komen kl msh blm BNR juga ni app.",Negatif
1768,DA,2021-12-07 9:37:24,"Aplikasi gak jelas, setiap dibuka selalu dapet notif sesi anda sudah habis silahkan login ulang, gemana mau dipake kalo kluar kluaran mulu",Negatif
1769,ML,2021-12-07 9:37:26,Setiap verifikasi kenapa fail trus?,Negatif
1770,U,2021-12-07 9:37:35,"Kenapa saat login, verifikasinya gagal terus ya?",Negatif
1771,WD,2021-12-07 9:37:41,Mau masuk kode verivikasinya fail terus,Negatif
1772,GG,2021-12-07 9:37:49,Erroorrrrrrrr..... Tidak bisa masukin kode otp selalu invalid,Negatif
1773,BK,2021-12-07 9:38:19,tolong diperbaiki lagi login aja susah masuk,Negatif
1774,TR,2021-12-07 9:38:27,sudah login tapi pas masuk sesi telah berakhir?,Negatif
1775,BB,2021-12-07 9:38:35,Aplikasi asal asalan bikin susah orang Ga punya otak,Negatif
1776,HPH,2021-12-07 9:38:42,"Kek gini aplikasi pemerintah ?! Abis tes antigen tau2 aplikasiny reset ulang, padahal sebelum tes antigen ini aplikasi gk kenapa2. Dsuruh login ulang pke no hp pas diverivikasi malah gak bisa2 verivikasi sampai ke banned 3 jam no hp saya ! Ini gimana tindakannya ! Kesalahan dari pihak anda kenapa malah saya yg kena imbasnya ! Udh beli tiket mahal2 malah aplikasih kebanggaan pemerintah amburadul gini, solusinya gimana WOII saya mau berangkt besok ini !!!",Negatif
1777,A,2021-12-07 9:38:55,astagaaa gua gagal terbang gara2 ini pagi naik kereta masih bisa dipake tetiba sore harus log in ulang tapi gak bisa2 gimana atuhhhh,Negatif
1778,AA,2021-12-07 9:39:10,Knp...akun saya tdk bisa masuk,Negatif
1779,YM,2021-12-07 9:39:20,kenapa saya tidak bisa login ya,Negatif
1780,YC,2021-12-07 9:39:44,"Aplikasi noob Menyengsarakan masyarakat yg tinggal di daerah susah signal, mau memveritivikasi kode otp aja fail , gk bisa-bisa!! Jadilah pemerintah yg adil untuk masyaraktnya, perbaiki !!!",Negatif
1781,L,2021-12-07 9:40:11,"Saya ko ga bisa log in terus, kenapa yah klo boleh tau. Lagi gangguan atau gmn?",Negatif
